,x,supply_share,date
0,0.0,126.98508656928172,2012-07-01 00:00:00.000000
1,0.4206092425325318,190.4761766360189,2012-07-13 14:50:19.156644
2,0.799158138431585,190.4761766360189,2012-07-24 23:23:37.894815
3,1.598316276863171,190.4761766360189,2012-08-17 22:47:15.789629
4,2.8601459298600167,190.4761766360189,2012-09-24 19:18:18.250197
5,4.121975582856861,190.4761766360189,2012-11-01 15:49:20.710765
6,6.561514195583596,190.4761766360189,2013-01-13 20:17:24.794953
7,8.412196403046137,253.97017313856344,2013-03-10 08:46:53.076696
8,11.35646687697161,317.4612632053006,2013-06-06 16:39:22.145110
9,13.964246876232258,571.428529908062,2013-08-23 22:15:27.903194
10,16.698213691591086,825.3987030466201,2013-11-13 22:42:49.888604
11,20.52576107181585,1206.3510563186633,2014-03-08 18:32:52.698147
12,22.208201892744484,1333.333236452143,2014-04-28 05:54:19.305994
13,23.4279692737086,1587.303409590701,2014-06-03 20:08:16.357453
14,24.7739234707709,2031.7468529294813,2014-07-14 05:13:29.636238
15,26.330177475601342,2412.699206201519,2014-08-29 21:43:40.016759
16,27.71819009389787,2793.651559473562,2014-10-10 13:05:48.723383
17,28.81177836036081,2984.127736109581,2014-11-12 08:28:49.510055
18,30.073608013357653,3301.5889993148817,2014-12-20 04:59:51.970623
19,31.167192429022084,3428.5711794483614,2015-01-22 00:22:42.776025
20,32.891691671184944,3555.556266017643,2015-03-14 18:01:04.811711
21,34.1535213241818,3809.523532720399,2015-04-21 14:32:07.272279
22,35.247109590644726,4253.969882494981,2015-05-24 09:55:08.058951
23,36.550997664875794,4888.88950246978,2015-07-02 12:43:05.947358
24,37.770768896638415,5396.8269423111,2015-08-08 02:57:12.980087
25,38.906415584335576,5650.794209013861,2015-09-11 04:37:09.194598
26,39.87381703470032,6031.746562285899,2015-10-10 05:08:53.753943
27,40.71503551976538,6285.713828988661,2015-11-04 10:49:32.067232
28,41.85068220746255,6603.175092193961,2015-12-08 12:29:28.281743
